Date,Narration,Chq./Ref.No.,Value Dt,Withdrawal Amt.,Deposit Amt.,Closing Balance
21/12/2023,UPI-NEW DELHI PROVISION STORE-ndps2019@okhdfcbank-HDFC0002233-465631592098-Payment from Phone,465631592098,21/12/2023,433.98,,108337.58
21/12/2023,UPI-NEHA GUPTA-neha919@paytm-HDFC0000234-403132273928-For Dinner,403132273928,21/12/2023,,1103.99,109441.57
22/12/2023,UPI-VIKRAM CHAUHAN-vikram729@ybl-SBIN0002211-213142114438-Loan Return,213142114438,22/12/2023,370.52,,109071.05
22/12/2023,UPI-SWIGGY-swiggy.instamart@icici-ICIC0000104-444312914052-Payment,444312914052,22/12/2023,162.96,,108908.09
23/12/2023,UPI-OLA CABS-olacabs@icici-ICIC0000410-351972648377-Payment,351972648377,23/12/2023,54.47,,108853.62
23/12/2023,UPI-GOOGLE PLAY-googleplay@apl-AIRP0000090-286183794149-Payment from Phone,286183794149,23/12/2023,250.08,,108603.54
23/12/2023,UPI-PVR CINEMAS-pvrcinemas@hdfcbank-HDFC0000456-378949561132-UPI,378949561132,23/12/2023,219.96,,108383.58
23/12/2023,UPI-BLINKIT-blinkit.payments@axisbank-UTIB0000123-262249032222-Payment from Phone,262249032222,23/12/2023,146.26,,108237.32
23/12/2023,UPI-NEW DELHI PROVISION STORE-ndps2019@okhdfcbank-HDFC0002233-382011801916-Payment,382011801916,23/12/2023,799.05,,107438.27
23/12/2023,UPI-TEA STALL-teastall.corner@oksbi-SBIN0009911-305524318000-Payment,305524318000,23/12/2023,11.21,,107427.06
24/12/2023,UPI-SHARMA GENERAL STORE-sharmagenstore@paytm-PYTM0123456-364631306839-Payment from Phone,364631306839,24/12/2023,388.85,,107038.21
24/12/2023,UPI-STREET FOOD STALL-streetfoodstall@ybl-YESB0000722-368011503092-UPI,368011503092,24/12/2023,57.32,,106980.89
24/12/2023,UPI-MEDPLUS-medplusmart@ybl-YESB0000456-285492074187-Payment from Phone,285492074187,24/12/2023,248.59,,106732.30
24/12/2023,UPI-RAPIDO-rapido@ybl-YESB0000091-436467597972-Payment,436467597972,24/12/2023,191.24,,106541.06
24/12/2023,UPI-SWIGGY-swiggy.instamart@icici-ICIC0000104-341146051068-Payment from Phone,341146051068,24/12/2023,284.52,,106256.54
24/12/2023,UPI-PVR CINEMAS-pvrcinemas@hdfcbank-HDFC0000456-348105057938-Order Payment,348105057938,24/12/2023,372.40,,105884.14
25/12/2023,UPI-PAAN SHOP-paanshop.corner@okicici-ICIC0002233-230029712429-Payment from Phone,230029712429,25/12/2023,107.01,,105777.13
25/12/2023,UPI-STARBUCKS COFFEE-starbucksin@icici-ICIC0000550-281640842313-Payment,281640842313,25/12/2023,575.13,,105202.00
25/12/2023,UPI-AUTO RICKSHAW-autofare.delhi@okhdfcbank-HDFC0003344-385391809901-UPI,385391809901,25/12/2023,53.01,,105148.99
26/12/2023,UPI-CHAI POINT-chaipoint@ybl-YESB0000601-470554941298-Payment from Phone,470554941298,26/12/2023,68.29,,105080.70
26/12/2023,UPI-UBER INDIA-uberindia@hdfcbank-HDFC0000333-290367958035-Order Payment,290367958035,26/12/2023,186.07,,104894.63
26/12/2023,UPI-OLA CABS-olacabs@icici-ICIC0000410-357578192682-Payment from Phone,357578192682,26/12/2023,148.99,,104745.64
26/12/2023,UPI-NEW DELHI PROVISION STORE-ndps2019@okhdfcbank-HDFC0002233-313071927483-UPI,313071927483,26/12/2023,751.35,,103994.29
26/12/2023,UPI-ZOMATO-zomato-order@ybl-YESB0000002-234955089595-Payment,234955089595,26/12/2023,257.21,,103737.08
26/12/2023,UPI-ZOMATO-zomato-order@ybl-YESB0000002-369689329807-Order Payment,369689329807,26/12/2023,121.72,,103615.36
27/12/2023,UPI-GOOGLE PLAY-googleplay@apl-AIRP0000090-354934254315-Order Payment,354934254315,27/12/2023,118.56,,103496.80
28/12/2023,UPI-PARKING FEE-smartparking@paytm-PYTM0002211-397713820687-UPI,397713820687,28/12/2023,74.43,,103422.37
28/12/2023,UPI-ZOMATO-zomato-order@ybl-YESB0000002-300457391281-Payment,300457391281,28/12/2023,98.83,,103323.54
28/12/2023,UPI-CROMA RETAIL-cromaretail@icici-ICIC0000890-301790103204-Payment from Phone,301790103204,28/12/2023,1447.98,,101875.56
29/12/2023,UPI-INDIAN OIL PETROL PUMP-indianoilcorp@sbi-SBIN0000771-381610483076-Payment from Phone,381610483076,29/12/2023,842.41,,101033.15
29/12/2023,UPI-AGGARWAL TAILORS-aggarwaltailors@okicici-ICIC0001188-437067853895-Payment from Phone,437067853895,29/12/2023,517.00,,100516.15
29/12/2023,UPI-MYNTRA-myntra@icici-ICIC0000305-201448176310-Payment from Phone,201448176310,29/12/2023,1108.36,,99407.79
29/12/2023,UPI-GUPTA KIRANA STORE-guptakirana@oksbi-SBIN0004521-478073587910-Order Payment,478073587910,29/12/2023,247.74,,99160.05
29/12/2023,UPI-ZOMATO-zomato-order@ybl-YESB0000002-354434407978-UPI,354434407978,29/12/2023,97.45,,99062.60
29/12/2023,UPI-DELHI METRO RAIL CORP-dmrcqr@sbi-SBIN0000556-457393302999-UPI,457393302999,29/12/2023,164.61,,98897.99
30/12/2023,UPI-AGGARWAL TAILORS-aggarwaltailors@okicici-ICIC0001188-415839896031-Order Payment,415839896031,30/12/2023,450.37,,98447.62
30/12/2023,UPI-AUTO RICKSHAW-autofare.delhi@okhdfcbank-HDFC0003344-201705016899-Payment,201705016899,30/12/2023,32.18,,98415.44
31/12/2023,UPI-PARKING FEE-smartparking@paytm-PYTM0002211-340324359191-Payment,340324359191,31/12/2023,84.94,,98330.50
31/12/2023,UPI-LOCAL VEGETABLE VENDOR-vegvendor.rk@oksbi-SBIN0008812-332522220434-Payment,332522220434,31/12/2023,76.13,,98254.37
31/12/2023,INT.PD:01/10/2023 TO 31/12/2023,,31/12/2023,,322.79,98577.16
31/12/2023,UPI-ZOMATO-zomato-order@ybl-YESB0000002-380730836070-UPI,380730836070,31/12/2023,198.56,,98378.60
31/12/2023,UPI-MOHIT ENTERPRISES-mohitent@ybl-YESB0000501-228618716563-Payment,228618716563,31/12/2023,491.70,,97886.90
31/12/2023,UPI-NEW DELHI PROVISION STORE-ndps2019@okhdfcbank-HDFC0002233-358620621803-Order Payment,358620621803,31/12/2023,610.41,,97276.49
01/01/2024,NEFT CR-UTIBN7404642497786-TECHNOVA SOFTWARE SOLUTIONS PVT LTD-SALARY-JAN24,UTIBN7404642497786,01/01/2024,,103332.00,200608.49
01/01/2024,UPI-AUTO RICKSHAW-autofare.delhi@okhdfcbank-HDFC0003344-260898214480-Payment,260898214480,01/01/2024,22.14,,200586.35
02/01/2024,UPI-SWIGGY-swiggy.instamart@icici-ICIC0000104-250536663678-Payment from Phone,250536663678,02/01/2024,127.05,,200459.30
02/01/2024,UPI-AIRTEL BROADBAND-airtelbroadband@ybl-YESB0000998-410197261415-BillPayment,410197261415,02/01/2024,1337.66,,199121.64
02/01/2024,UPI-AIRTEL POSTPAID-airtel.postpaid@icici-ICIC0000112-298366800806-BillPayment,298366800806,02/01/2024,725.98,,198395.66
02/01/2024,UPI-NEW DELHI PROVISION STORE-ndps2019@okhdfcbank-HDFC0002233-391691134624-Payment from Phone,391691134624,02/01/2024,582.67,,197812.99
02/01/2024,UPI-NEW DELHI PROVISION STORE-ndps2019@okhdfcbank-HDFC0002233-393631162101-Payment from Phone,393631162101,02/01/2024,436.87,,197376.12
02/01/2024,UPI-ZOMATO-zomato-order@ybl-YESB0000002-291106392411-UPI,291106392411,02/01/2024,241.11,,197135.01
03/01/2024,UPI-CAFE COFFEE DAY-ccd.payments@ybl-YESB0000132-472616305203-Order Payment,472616305203,03/01/2024,426.32,,196708.69
03/01/2024,UPI-NYKAA-nykaa@hdfcbank-HDFC0000212-452418831541-Payment,452418831541,03/01/2024,1406.73,,195301.96
03/01/2024,UPI-LOCAL VEGETABLE VENDOR-vegvendor.rk@oksbi-SBIN0008812-276748939074-Payment from Phone,276748939074,03/01/2024,38.52,,195263.44
03/01/2024,UPI-AGGARWAL TAILORS-aggarwaltailors@okicici-ICIC0001188-210116458150-Order Payment,210116458150,03/01/2024,66.13,,195197.31
03/01/2024,UPI-ZOMATO-zomato-order@ybl-YESB0000002-470905541776-Order Payment,470905541776,03/01/2024,259.80,,194937.51
03/01/2024,UPI-NEW DELHI PROVISION STORE-ndps2019@okhdfcbank-HDFC0002233-244940309891-UPI,244940309891,03/01/2024,686.26,,194251.25
03/01/2024,POS 489562XXXXXX5807 INOX LEISURE NEW DELHI,489562XXXXXX5807,04/01/2024,375.15,,193876.10
03/01/2024,UPI-PAAN SHOP-paanshop.corner@okicici-ICIC0002233-344722817610-Payment,344722817610,03/01/2024,40.02,,193836.08
04/01/2024,UPI-PAYTM WALLET LOAD-paytmwallet@paytm-PYTM0000001-226764171964-Order Payment,226764171964,04/01/2024,135.01,,193701.07
04/01/2024,UPI-UBER INDIA-uberindia@hdfcbank-HDFC0000333-431404094510-Payment from Phone,431404094510,04/01/2024,47.07,,193654.00
04/01/2024,POS 477845XXXXXX9946 CROMA RETAIL NOIDA,477845XXXXXX9946,05/01/2024,1289.62,,192364.38
05/01/2024,UPI-NITIN SHARMA-nitin110@okaxis-HDFC0000234-420594365898-Rent Split,420594365898,05/01/2024,1148.71,,191215.67
05/01/2024,ACH D-CULT FITNESS-MEMBERSHIP-CULTFIT415568,CULTFIT525800,05/01/2024,1499.00,,189716.67
05/01/2024,UPI-MAKEMYTRIP-makemytrip@okhdfcbank-HDFC0000999-308490854068-InternationalFlightBooking,308490854068,05/01/2024,38616.01,,151100.66
06/01/2024,UPI-OLA CABS-olacabs@icici-ICIC0000410-331038096940-Payment,331038096940,06/01/2024,32.86,,151067.80
06/01/2024,UPI-RAJESH KUMAR VERMA-rajeshverma78@oksbi-SBIN0001122-268066707347-Rent JAN24,268066707347,06/01/2024,19000.00,,132067.80
06/01/2024,UPI-LOCAL VEGETABLE VENDOR-vegvendor.rk@oksbi-SBIN0008812-423397397812-Payment from Phone,423397397812,06/01/2024,77.19,,131990.61
06/01/2024,UPI-AUTO RICKSHAW-autofare.delhi@okhdfcbank-HDFC0003344-491306265833-Order Payment,491306265833,06/01/2024,31.10,,131959.51
06/01/2024,UPI-NEW DELHI PROVISION STORE-ndps2019@okhdfcbank-HDFC0002233-306694891175-Payment,306694891175,06/01/2024,291.32,,131668.19
06/01/2024,UPI-ZOMATO-zomato-order@ybl-YESB0000002-334300879595-Payment from Phone,334300879595,06/01/2024,207.74,,131460.45
06/01/2024,UPI-SPICE GARDEN RESTAURANT-spicegarden22@ybl-YESB0000210-336026011343-UPI,336026011343,06/01/2024,140.74,,131319.71
06/01/2024,UPI-LOCAL VEGETABLE VENDOR-vegvendor.rk@oksbi-SBIN0008812-417686415225-UPI,417686415225,06/01/2024,35.00,,131284.71
06/01/2024,UPI-BIGBASKET-bigbasket@hdfcbank-HDFC0000001-405594935414-Order Payment,405594935414,06/01/2024,202.89,,131081.82
07/01/2024,ACH D-HDFC LTD-HOMELOAN EMI-HDFCLTD50308572,HDFCLTD50308572,07/01/2024,17500.00,,113581.82
07/01/2024,UPI-RITU SHARMA-ritu259@okhdfcbank-UTIB0000567-287890417649-Payment,287890417649,07/01/2024,,795.64,114377.46
07/01/2024,UPI-DELHI METRO RAIL CORP-dmrcqr@sbi-SBIN0000556-304596103878-UPI,304596103878,07/01/2024,175.82,,114201.64
08/01/2024,ECOM PUR/477845XXXXXX1006/NETFLIX.COM,477845XXXXXX1006,08/01/2024,649.00,,113552.64
09/01/2024,ACH D-CAMS NPCI-ICICI PRU MF SIP-12347691,12347691,09/01/2024,6000.00,,107552.64
09/01/2024,UPI-TEA STALL-teastall.corner@oksbi-SBIN0009911-234446924350-Payment from Phone,234446924350,09/01/2024,75.83,,107476.81
09/01/2024,UPI-ZOMATO-zomato-order@ybl-YESB0000002-465598492531-Payment,465598492531,09/01/2024,218.49,,107258.32
09/01/2024,UPI-DOMINOS PIZZA-dominos@hdfcbank-HDFC0000601-404961176588-Order Payment,404961176588,09/01/2024,467.36,,106790.96
09/01/2024,UPI-GUPTA KIRANA STORE-guptakirana@oksbi-SBIN0004521-412540333144-UPI,412540333144,09/01/2024,193.44,,106597.52
10/01/2024,UPI-OLA CABS-olacabs@icici-ICIC0000410-473278114676-Payment from Phone,473278114676,10/01/2024,124.51,,106473.01
10/01/2024,UPI-TEA STALL-teastall.corner@oksbi-SBIN0009911-387122924988-Payment from Phone,387122924988,10/01/2024,86.85,,106386.16
10/01/2024,UPI-MOHIT ENTERPRISES-mohitent@ybl-YESB0000501-493093581067-Order Payment,493093581067,10/01/2024,201.94,,106184.22
10/01/2024,UPI-RAPIDO-rapido@ybl-YESB0000091-406571133325-Payment,406571133325,10/01/2024,193.31,,105990.91
10/01/2024,UPI-TEA STALL-teastall.corner@oksbi-SBIN0009911-349484589526-UPI,349484589526,10/01/2024,83.26,,105907.65
11/01/2024,UPI-PARKING FEE-smartparking@paytm-PYTM0002211-448634804501-UPI,448634804501,11/01/2024,101.82,,105805.83
11/01/2024,ACH D-CAMS NPCI-HDFC MF SIP-56786344,56786344,11/01/2024,4000.00,,101805.83
11/01/2024,UPI-CROMA RETAIL-cromaretail@icici-ICIC0000890-320842002620-UPI,320842002620,11/01/2024,330.84,,101474.99
11/01/2024,UPI-LOCAL VEGETABLE VENDOR-vegvendor.rk@oksbi-SBIN0008812-352796359776-Payment from Phone,352796359776,11/01/2024,51.18,,101423.81
11/01/2024,UPI-CHAI POINT-chaipoint@ybl-YESB0000601-454283364178-Payment,454283364178,11/01/2024,99.59,,101324.22
11/01/2024,UPI-ANJALI VERMA-anjali96@apl-SBIN0002211-332117105607-Loan Return,332117105607,11/01/2024,,491.98,101816.20
12/01/2024,UPI-AUTO RICKSHAW-autofare.delhi@okhdfcbank-HDFC0003344-315222279357-UPI,315222279357,12/01/2024,83.75,,101732.45
12/01/2024,UPI-UBER INDIA-uberindia@hdfcbank-HDFC0000333-353189881005-UPI,353189881005,12/01/2024,34.57,,101697.88
12/01/2024,UPI-BLINKIT-blinkit.payments@axisbank-UTIB0000123-264559761843-UPI,264559761843,12/01/2024,563.16,,101134.72
13/01/2024,UPI-BLINKIT-blinkit.payments@axisbank-UTIB0000123-408193085286-Payment from Phone,408193085286,13/01/2024,581.54,,100553.18
13/01/2024,UPI-AUTO RICKSHAW-autofare.delhi@okhdfcbank-HDFC0003344-448908894440-Payment,448908894440,13/01/2024,109.72,,100443.46
13/01/2024,UPI-BSES RAJDHANI POWER-bsesrajdhani@sbi-SBIN0000441-271100660219-ElectricityBill,271100660219,13/01/2024,2654.98,,97788.48
13/01/2024,UPI-TEA STALL-teastall.corner@oksbi-SBIN0009911-243415781821-UPI,243415781821,13/01/2024,27.51,,97760.97
13/01/2024,UPI-PRACTO-practo@icici-ICIC0000901-307460200924-Payment,307460200924,13/01/2024,422.71,,97338.26
13/01/2024,UPI-CROMA RETAIL-cromaretail@icici-ICIC0000890-324785087296-Payment from Phone,324785087296,13/01/2024,863.36,,96474.90
13/01/2024,UPI-UBER INDIA-uberindia@hdfcbank-HDFC0000333-301008845163-UPI,301008845163,13/01/2024,151.12,,96323.78
13/01/2024,UPI-PAAN SHOP-paanshop.corner@okicici-ICIC0002233-490671110483-Order Payment,490671110483,13/01/2024,20.84,,96302.94
14/01/2024,UPI-UBER INDIA-uberindia@hdfcbank-HDFC0000333-291579425606-Payment from Phone,291579425606,14/01/2024,176.69,,96126.25
14/01/2024,UPI-STARBUCKS COFFEE-starbucksin@icici-ICIC0000550-489219283586-Payment from Phone,489219283586,14/01/2024,177.83,,95948.42
14/01/2024,ECOM PUR/400123XXXXXX5700/AMAZON PRIME,400123XXXXXX5700,14/01/2024,179.00,,95769.42
14/01/2024,POS 434358XXXXXX9941 BOOKMYSHOW GURGAON,434358XXXXXX9941,15/01/2024,276.41,,95493.01
14/01/2024,UPI-STREET FOOD STALL-streetfoodstall@ybl-YESB0000722-373316261922-Payment,373316261922,14/01/2024,105.31,,95387.70
14/01/2024,UPI-UBER INDIA-uberindia@hdfcbank-HDFC0000333-499075127658-Payment from Phone,499075127658,14/01/2024,118.05,,95269.65
14/01/2024,UPI-ZOMATO-zomato-order@ybl-YESB0000002-217308546928-Payment from Phone,217308546928,14/01/2024,122.09,,95147.56
14/01/2024,UPI-ZOMATO-zomato-order@ybl-YESB0000002-315267908929-UPI,315267908929,14/01/2024,116.37,,95031.19
15/01/2024,UPI-DOMINOS PIZZA-dominos@hdfcbank-HDFC0000601-326751711489-Order Payment,326751711489,15/01/2024,260.26,,94770.93
15/01/2024,UPI-PAYTM WALLET LOAD-paytmwallet@paytm-PYTM0000001-352539589069-UPI,352539589069,15/01/2024,226.99,,94543.94
15/01/2024,UPI-TEA STALL-teastall.corner@oksbi-SBIN0009911-224608443292-Payment from Phone,224608443292,15/01/2024,41.01,,94502.93
15/01/2024,UPI-AMIT GUPTA-amit180@apl-SBIN0002211-224860601563-For Dinner,224860601563,15/01/2024,,52.52,94555.45
16/01/2024,UPI-UDEMY-udemy@apl-AIRP0000045-301042635288-UPI,301042635288,16/01/2024,780.35,,93775.10
16/01/2024,UPI-TEA STALL-teastall.corner@oksbi-SBIN0009911-266694725243-Payment from Phone,266694725243,16/01/2024,14.70,,93760.40
16/01/2024,UPI-AJIO-ajio@ybl-YESB0000078-337142170332-UPI,337142170332,16/01/2024,1594.36,,92166.04
17/01/2024,UPI-PAAN SHOP-paanshop.corner@okicici-ICIC0002233-438492322888-UPI,438492322888,17/01/2024,34.27,,92131.77
17/01/2024,UPI-PARKING FEE-smartparking@paytm-PYTM0002211-293312414848-Order Payment,293312414848,17/01/2024,16.55,,92115.22
18/01/2024,UPI-MAKEMYTRIP-makemytrip@icici-ICIC0001002-386268641174-UPI,386268641174,18/01/2024,876.17,,91239.05
18/01/2024,UPI-TEA STALL-teastall.corner@oksbi-SBIN0009911-393946429479-Order Payment,393946429479,18/01/2024,49.02,,91190.03
18/01/2024,UPI-ROHIT MALHOTRA-rohit87@okaxis-UTIB0000567-424659987420-Rent Split,424659987420,18/01/2024,199.02,,90991.01
19/01/2024,UPI-ZOMATO-zomato-order@ybl-YESB0000002-312694861371-UPI,312694861371,19/01/2024,147.23,,90843.78
19/01/2024,ECOM PUR/512345XXXXXX8043/HOTSTAR,512345XXXXXX8043,19/01/2024,299.00,,90544.78
19/01/2024,UPI-XEROX PRINT SHOP-xeroxshop@okaxis-UTIB0002299-267806251085-Payment from Phone,267806251085,19/01/2024,81.13,,90463.65
19/01/2024,UPI-ZEPTO-zeptonow@icici-ICIC0000201-453979686344-Payment from Phone,453979686344,19/01/2024,224.92,,90238.73
19/01/2024,UPI-ZOMATO-zomato-order@ybl-YESB0000002-415273125713-UPI,415273125713,19/01/2024,255.53,,89983.20
20/01/2024,UPI-LOCAL VEGETABLE VENDOR-vegvendor.rk@oksbi-SBIN0008812-271080593921-Payment from Phone,271080593921,20/01/2024,20.67,,89962.53
20/01/2024,UPI-STREET FOOD STALL-streetfoodstall@ybl-YESB0000722-324551661783-Payment from Phone,324551661783,20/01/2024,31.68,,89930.85
20/01/2024,UPI-ZOMATO-zomato-order@ybl-YESB0000002-357750975456-Payment from Phone,357750975456,20/01/2024,183.93,,89746.92
20/01/2024,UPI-OXFORD BOOKSTORE-oxfordbooks.cp@sbi-SBIN0003321-253211813007-Payment,253211813007,20/01/2024,937.19,,88809.73
20/01/2024,UPI-UDEMY-udemy@apl-AIRP0000045-312462983419-Payment from Phone,312462983419,20/01/2024,989.97,,87819.76
21/01/2024,UPI-ZEPTO-zeptonow@icici-ICIC0000201-429083654332-Payment from Phone,429083654332,21/01/2024,151.45,,87668.31
21/01/2024,UPI-KAVITA GUPTA-kavita533@ybl-UTIB0000567-388085346077-For Dinner,388085346077,21/01/2024,,172.89,87841.20
21/01/2024,UPI-CHAI POINT-chaipoint@ybl-YESB0000601-307133011231-Payment from Phone,307133011231,21/01/2024,88.03,,87753.17
21/01/2024,UPI-RAPIDO-rapido@ybl-YESB0000091-325524044545-Payment,325524044545,21/01/2024,127.75,,87625.42
21/01/2024,UPI-SWIGGY-swiggy.instamart@icici-ICIC0000104-367831224133-Payment from Phone,367831224133,21/01/2024,211.56,,87413.86
21/01/2024,UPI-ZOMATO-zomato-order@ybl-YESB0000002-291030568824-UPI,291030568824,21/01/2024,94.30,,87319.56
22/01/2024,UPI-PAAN SHOP-paanshop.corner@okicici-ICIC0002233-452049761030-Payment from Phone,452049761030,22/01/2024,97.12,,87222.44
22/01/2024,UPI-RAHUL AGARWAL-rahul306@oksbi-UTIB0000567-275284797947-UPI,275284797947,22/01/2024,56.55,,87165.89
22/01/2024,POS 400123XXXXXX1852 MYNTRA BENGALURU,400123XXXXXX1852,23/01/2024,326.92,,86838.97
22/01/2024,UPI-APOLLO PHARMACY-apollopharmacy@hdfcbank-HDFC0000678-364248569338-Payment from Phone,364248569338,22/01/2024,303.61,,86535.36
22/01/2024,UPI-RAPIDO-rapido@ybl-YESB0000091-355861569748-UPI,355861569748,22/01/2024,33.07,,86502.29
22/01/2024,UPI-XEROX PRINT SHOP-xeroxshop@okaxis-UTIB0002299-281185266557-UPI,281185266557,22/01/2024,67.20,,86435.09
23/01/2024,UPI-DELHI METRO RAIL CORP-dmrcqr@sbi-SBIN0000556-361156675200-UPI,361156675200,23/01/2024,159.11,,86275.98
23/01/2024,UPI-INOX LEISURE-inoxleisure@icici-ICIC0000556-409629064684-Order Payment,409629064684,23/01/2024,241.00,,86034.98
24/01/2024,UPI-AGGARWAL TAILORS-aggarwaltailors@okicici-ICIC0001188-438843161464-Order Payment,438843161464,24/01/2024,104.49,,85930.49
24/01/2024,UPI-AMAZON-amazon@apl-AIRP0000001-211595026957-Payment,211595026957,24/01/2024,811.92,,85118.57
24/01/2024,UPI-GUPTA KIRANA STORE-guptakirana@oksbi-SBIN0004521-296387610299-UPI,296387610299,24/01/2024,392.39,,84726.18
24/01/2024,UPI-HDFC ERGO HEALTH INS-hdfcergo.premium@hdfcbank-HDFC0000777-378905598378-PremiumPayment,378905598378,24/01/2024,11824.94,,72901.24
24/01/2024,UPI-CHAI POINT-chaipoint@ybl-YESB0000601-478194908041-Order Payment,478194908041,24/01/2024,43.04,,72858.20
24/01/2024,UPI-INOX LEISURE-inoxleisure@icici-ICIC0000556-280215189446-Payment,280215189446,24/01/2024,374.43,,72483.77
24/01/2024,UPI-BOOKMYSHOW-bookmyshow@ybl-YESB0000345-323778232934-Order Payment,323778232934,24/01/2024,399.89,,72083.88
24/01/2024,UPI-NEHA NAIR-neha622@oksbi-SBIN0002211-487548341150-Gift,487548341150,24/01/2024,,1060.58,73144.46
25/01/2024,UPI-TEA STALL-teastall.corner@oksbi-SBIN0009911-236031710242-Payment from Phone,236031710242,25/01/2024,95.22,,73049.24
25/01/2024,UPI-SWIGGY-swiggy.instamart@icici-ICIC0000104-420190290481-UPI,420190290481,25/01/2024,156.71,,72892.53
25/01/2024,UPI-SWIGGY-swiggy.instamart@icici-ICIC0000104-216555539546-UPI,216555539546,25/01/2024,191.32,,72701.21
25/01/2024,UPI-SWIGGY-swiggy.instamart@icici-ICIC0000104-253369065217-UPI,253369065217,25/01/2024,215.70,,72485.51
26/01/2024,UPI-CHAI POINT-chaipoint@ybl-YESB0000601-406442853407-Payment from Phone,406442853407,26/01/2024,29.33,,72456.18
26/01/2024,UPI-STREET FOOD STALL-streetfoodstall@ybl-YESB0000722-449341420978-Payment,449341420978,26/01/2024,39.30,,72416.88
27/01/2024,UPI-PARKING FEE-smartparking@paytm-PYTM0002211-308212854366-UPI,308212854366,27/01/2024,87.77,,72329.11
27/01/2024,UPI-TEA STALL-teastall.corner@oksbi-SBIN0009911-374674743161-UPI,374674743161,27/01/2024,47.98,,72281.13
27/01/2024,UPI-AJIO-ajio@ybl-YESB0000078-229734445377-UPI,229734445377,27/01/2024,903.38,,71377.75
27/01/2024,UPI-ZOMATO-zomato-order@ybl-YESB0000002-311714854102-UPI,311714854102,27/01/2024,182.91,,71194.84
27/01/2024,POS 400123XXXXXX1318 INDIAN OIL PETROL PUMP MUMBAI,400123XXXXXX1318,28/01/2024,1036.67,,70158.17
27/01/2024,UPI-RITU MALHOTRA-ritu148@okhdfcbank-SBIN0002211-347230620890-For Dinner,347230620890,27/01/2024,,859.01,71017.18
27/01/2024,UPI-STREET FOOD STALL-streetfoodstall@ybl-YESB0000722-308109689083-Order Payment,308109689083,27/01/2024,23.27,,70993.91
28/01/2024,UPI-PARKING FEE-smartparking@paytm-PYTM0002211-343052897718-Payment from Phone,343052897718,28/01/2024,54.75,,70939.16
28/01/2024,UPI-AUTO RICKSHAW-autofare.delhi@okhdfcbank-HDFC0003344-313609352385-Order Payment,313609352385,28/01/2024,37.54,,70901.62
28/01/2024,UPI-TEA STALL-teastall.corner@oksbi-SBIN0009911-480435665521-Payment from Phone,480435665521,28/01/2024,67.88,,70833.74
29/01/2024,UPI-OLA CABS-olacabs@icici-ICIC0000410-342564504734-Payment,342564504734,29/01/2024,179.29,,70654.45
29/01/2024,UPI-ARJUN REDDY-arjun717@okhdfcbank-UTIB0000567-330981317256-Gift,330981317256,29/01/2024,281.76,,70372.69
29/01/2024,UPI-LOCAL VEGETABLE VENDOR-vegvendor.rk@oksbi-SBIN0008812-482815333240-UPI,482815333240,29/01/2024,92.25,,70280.44
29/01/2024,UPI-RITU SHARMA-ritu347@oksbi-YESB0000789-448035526260-Payment,448035526260,29/01/2024,947.40,,69333.04
